TXNAME	GENEID	tissue_site_detail	total_full_counts
BambuTx1454	ENSG00000213523	Cells - Cultured fibroblasts	161
BambuTx1454	ENSG00000213523	Heart - Atrial Appendage	22
BambuTx1454	ENSG00000213523	Heart - Left Ventricle	12
BambuTx1454	ENSG00000213523	Liver	23
BambuTx1454	ENSG00000213523	Lung	41
BambuTx1454	ENSG00000213523	Muscle - Skeletal	48
BambuTx1455	BambuGene211222	Brain - Cerebellar Hemisphere	6
BambuTx1455	BambuGene211222	Brain - Frontal Cortex (BA9)	0
BambuTx1455	BambuGene211222	Brain - Putamen (basal ganglia)	2
BambuTx1455	BambuGene211222	Cells - Cultured fibroblasts	0
BambuTx1455	BambuGene211222	Heart - Atrial Appendage	10
BambuTx1455	BambuGene211222	Heart - Left Ventricle	3
BambuTx1455	BambuGene211222	Liver	98
BambuTx1455	BambuGene211222	Lung	9
BambuTx1455	BambuGene211222	Muscle - Skeletal	2
BambuTx1456	BambuGene211298	Brain - Cerebellar Hemisphere	0
BambuTx1456	BambuGene211298	Brain - Frontal Cortex (BA9)	0
BambuTx1456	BambuGene211298	Brain - Putamen (basal ganglia)	0
BambuTx1456	BambuGene211298	Cells - Cultured fibroblasts	0
BambuTx1456	BambuGene211298	Heart - Atrial Appendage	0
BambuTx1456	BambuGene211298	Heart - Left Ventricle	0
BambuTx1456	BambuGene211298	Liver	0
BambuTx1456	BambuGene211298	Lung	0
BambuTx1456	BambuGene211298	Muscle - Skeletal	0
BambuTx1457	ENSG00000286736	Brain - Cerebellar Hemisphere	0
BambuTx1457	ENSG00000286736	Brain - Frontal Cortex (BA9)	12
BambuTx1457	ENSG00000286736	Brain - Putamen (basal ganglia)	3
BambuTx1457	ENSG00000286736	Cells - Cultured fibroblasts	0
BambuTx1457	ENSG00000286736	Heart - Atrial Appendage	0
BambuTx1457	ENSG00000286736	Heart - Left Ventricle	0
BambuTx1457	ENSG00000286736	Liver	0
BambuTx1457	ENSG00000286736	Lung	0
BambuTx1457	ENSG00000286736	Muscle - Skeletal	0
BambuTx1458	BambuGene211323	Brain - Cerebellar Hemisphere	1
BambuTx1458	BambuGene211323	Brain - Frontal Cortex (BA9)	1
BambuTx1458	BambuGene211323	Brain - Putamen (basal ganglia)	0
BambuTx1458	BambuGene211323	Cells - Cultured fibroblasts	0
BambuTx1458	BambuGene211323	Heart - Atrial Appendage	0
BambuTx1458	BambuGene211323	Heart - Left Ventricle	0
BambuTx1458	BambuGene211323	Liver	0
BambuTx1458	BambuGene211323	Lung	0
BambuTx1458	BambuGene211323	Muscle - Skeletal	0
BambuTx1459	BambuGene211323	Brain - Cerebellar Hemisphere	1
BambuTx1459	BambuGene211323	Brain - Frontal Cortex (BA9)	7
BambuTx1459	BambuGene211323	Brain - Putamen (basal ganglia)	3
BambuTx1459	BambuGene211323	Cells - Cultured fibroblasts	0
BambuTx1459	BambuGene211323	Heart - Atrial Appendage	0
BambuTx1459	BambuGene211323	Heart - Left Ventricle	0
BambuTx1459	BambuGene211323	Liver	0
BambuTx1459	BambuGene211323	Lung	0
BambuTx1459	BambuGene211323	Muscle - Skeletal	0
BambuTx146	ENSG00000287445	Brain - Cerebellar Hemisphere	4
BambuTx146	ENSG00000287445	Brain - Frontal Cortex (BA9)	1.87409824815074
BambuTx146	ENSG00000287445	Brain - Putamen (basal ganglia)	1
BambuTx146	ENSG00000287445	Cells - Cultured fibroblasts	19.13121338781832
BambuTx146	ENSG00000287445	Heart - Atrial Appendage	5
BambuTx146	ENSG00000287445	Heart - Left Ventricle	3
BambuTx146	ENSG00000287445	Liver	3
BambuTx146	ENSG00000287445	Lung	12.317095157793045
BambuTx146	ENSG00000287445	Muscle - Skeletal	8.82924237025615
BambuTx1460	BambuGene211615	Brain - Cerebellar Hemisphere	0
BambuTx1460	BambuGene211615	Brain - Frontal Cortex (BA9)	3
BambuTx1460	BambuGene211615	Brain - Putamen (basal ganglia)	1
BambuTx1460	BambuGene211615	Cells - Cultured fibroblasts	0
BambuTx1460	BambuGene211615	Heart - Atrial Appendage	0
BambuTx1460	BambuGene211615	Heart - Left Ventricle	0
BambuTx1460	BambuGene211615	Liver	0
BambuTx1460	BambuGene211615	Lung	0
BambuTx1460	BambuGene211615	Muscle - Skeletal	0
BambuTx1461	ENSG00000177556	Brain - Cerebellar Hemisphere	126
BambuTx1461	ENSG00000177556	Brain - Frontal Cortex (BA9)	56
BambuTx1461	ENSG00000177556	Brain - Putamen (basal ganglia)	68
BambuTx1461	ENSG00000177556	Cells - Cultured fibroblasts	293
BambuTx1461	ENSG00000177556	Heart - Atrial Appendage	67
BambuTx1461	ENSG00000177556	Heart - Left Ventricle	15
BambuTx1461	ENSG00000177556	Liver	73
BambuTx1461	ENSG00000177556	Lung	131
BambuTx1461	ENSG00000177556	Muscle - Skeletal	45
BambuTx1462	ENSG00000177556	Brain - Cerebellar Hemisphere	18
BambuTx1462	ENSG00000177556	Brain - Frontal Cortex (BA9)	17
BambuTx1462	ENSG00000177556	Brain - Putamen (basal ganglia)	12
BambuTx1462	ENSG00000177556	Cells - Cultured fibroblasts	83
BambuTx1462	ENSG00000177556	Heart - Atrial Appendage	14
BambuTx1462	ENSG00000177556	Heart - Left Ventricle	4
BambuTx1462	ENSG00000177556	Liver	9
BambuTx1462	ENSG00000177556	Lung	23
BambuTx1462	ENSG00000177556	Muscle - Skeletal	3
BambuTx1463	ENSG00000135074	Brain - Cerebellar Hemisphere	4
BambuTx1463	ENSG00000135074	Brain - Frontal Cortex (BA9)	0
BambuTx1463	ENSG00000135074	Brain - Putamen (basal ganglia)	0
BambuTx1463	ENSG00000135074	Cells - Cultured fibroblasts	0
BambuTx1463	ENSG00000135074	Heart - Atrial Appendage	8
BambuTx1463	ENSG00000135074	Heart - Left Ventricle	3
BambuTx1463	ENSG00000135074	Liver	1
BambuTx1463	ENSG00000135074	Lung	3
BambuTx1463	ENSG00000135074	Muscle - Skeletal	0
BambuTx1464	BambuGene212091	Brain - Cerebellar Hemisphere	19
BambuTx1464	BambuGene212091	Brain - Frontal Cortex (BA9)	11
BambuTx1464	BambuGene212091	Brain - Putamen (basal ganglia)	5
BambuTx1464	BambuGene212091	Cells - Cultured fibroblasts	0
BambuTx1464	BambuGene212091	Heart - Atrial Appendage	12
BambuTx1464	BambuGene212091	Heart - Left Ventricle	5
BambuTx1464	BambuGene212091	Liver	0
BambuTx1464	BambuGene212091	Lung	5
BambuTx1464	BambuGene212091	Muscle - Skeletal	3
BambuTx1465	BambuGene212091	Brain - Cerebellar Hemisphere	7
BambuTx1465	BambuGene212091	Brain - Frontal Cortex (BA9)	2
BambuTx1465	BambuGene212091	Brain - Putamen (basal ganglia)	2
BambuTx1465	BambuGene212091	Cells - Cultured fibroblasts	7
BambuTx1465	BambuGene212091	Heart - Atrial Appendage	23
BambuTx1465	BambuGene212091	Heart - Left Ventricle	3
BambuTx1465	BambuGene212091	Liver	0
BambuTx1465	BambuGene212091	Lung	2
BambuTx1465	BambuGene212091	Muscle - Skeletal	1
BambuTx1466	BambuGene212096	Brain - Cerebellar Hemisphere	0
BambuTx1466	BambuGene212096	Brain - Frontal Cortex (BA9)	0
BambuTx1466	BambuGene212096	Brain - Putamen (basal ganglia)	0
BambuTx1466	BambuGene212096	Cells - Cultured fibroblasts	0
BambuTx1466	BambuGene212096	Heart - Atrial Appendage	0
BambuTx1466	BambuGene212096	Heart - Left Ventricle	0
BambuTx1466	BambuGene212096	Liver	0
BambuTx1466	BambuGene212096	Lung	0
BambuTx1466	BambuGene212096	Muscle - Skeletal	0
BambuTx1467	ENSG00000170231	Brain - Cerebellar Hemisphere	91
BambuTx1467	ENSG00000170231	Brain - Frontal Cortex (BA9)	138
BambuTx1467	ENSG00000170231	Brain - Putamen (basal ganglia)	219
BambuTx1467	ENSG00000170231	Cells - Cultured fibroblasts	0
BambuTx1467	ENSG00000170231	Heart - Atrial Appendage	0
BambuTx1467	ENSG00000170231	Heart - Left Ventricle	3
BambuTx1467	ENSG00000170231	Liver	0
BambuTx1467	ENSG00000170231	Lung	1
BambuTx1467	ENSG00000170231	Muscle - Skeletal	0
BambuTx1468	ENSG00000280776	Brain - Cerebellar Hemisphere	33
BambuTx1468	ENSG00000280776	Brain - Frontal Cortex (BA9)	59
BambuTx1468	ENSG00000280776	Brain - Putamen (basal ganglia)	0
BambuTx1468	ENSG00000280776	Cells - Cultured fibroblasts	0
BambuTx1468	ENSG00000280776	Heart - Atrial Appendage	0
BambuTx1468	ENSG00000280776	Heart - Left Ventricle	0
BambuTx1468	ENSG00000280776	Liver	1
BambuTx1468	ENSG00000280776	Lung	0
BambuTx1468	ENSG00000280776	Muscle - Skeletal	0
BambuTx1469	BambuGene212351	Brain - Cerebellar Hemisphere	0
BambuTx1469	BambuGene212351	Brain - Frontal Cortex (BA9)	33
BambuTx1469	BambuGene212351	Brain - Putamen (basal ganglia)	5
BambuTx1469	BambuGene212351	Cells - Cultured fibroblasts	0
BambuTx1469	BambuGene212351	Heart - Atrial Appendage	0
BambuTx1469	BambuGene212351	Heart - Left Ventricle	0
BambuTx1469	BambuGene212351	Liver	0
BambuTx1469	BambuGene212351	Lung	0
BambuTx1469	BambuGene212351	Muscle - Skeletal	0
BambuTx147	ENSG00000287445	Brain - Cerebellar Hemisphere	6
BambuTx147	ENSG00000287445	Brain - Frontal Cortex (BA9)	0.876884617604665
BambuTx147	ENSG00000287445	Brain - Putamen (basal ganglia)	6
BambuTx147	ENSG00000287445	Cells - Cultured fibroblasts	23.35201051020924
BambuTx147	ENSG00000287445	Heart - Atrial Appendage	0
BambuTx147	ENSG00000287445	Heart - Left Ventricle	1
BambuTx147	ENSG00000287445	Liver	0
BambuTx147	ENSG00000287445	Lung	4.810357991557807
BambuTx147	ENSG00000287445	Muscle - Skeletal	1
BambuTx1470	BambuGene212351	Brain - Cerebellar Hemisphere	5
BambuTx1470	BambuGene212351	Brain - Frontal Cortex (BA9)	2
BambuTx1470	BambuGene212351	Brain - Putamen (basal ganglia)	2
BambuTx1470	BambuGene212351	Cells - Cultured fibroblasts	7
BambuTx1470	BambuGene212351	Heart - Atrial Appendage	0
BambuTx1470	BambuGene212351	Heart - Left Ventricle	0
BambuTx1470	BambuGene212351	Liver	0
BambuTx1470	BambuGene212351	Lung	1
BambuTx1470	BambuGene212351	Muscle - Skeletal	0
BambuTx1471	BambuGene219462	Brain - Cerebellar Hemisphere	0
BambuTx1471	BambuGene219462	Brain - Frontal Cortex (BA9)	0
BambuTx1471	BambuGene219462	Brain - Putamen (basal ganglia)	0
BambuTx1471	BambuGene219462	Cells - Cultured fibroblasts	0
BambuTx1471	BambuGene219462	Heart - Atrial Appendage	0
BambuTx1471	BambuGene219462	Heart - Left Ventricle	0
BambuTx1471	BambuGene219462	Liver	0
BambuTx1471	BambuGene219462	Lung	0
BambuTx1471	BambuGene219462	Muscle - Skeletal	0
BambuTx1472	BambuGene219951	Brain - Cerebellar Hemisphere	0
BambuTx1472	BambuGene219951	Brain - Frontal Cortex (BA9)	0
BambuTx1472	BambuGene219951	Brain - Putamen (basal ganglia)	0
BambuTx1472	BambuGene219951	Cells - Cultured fibroblasts	0
BambuTx1472	BambuGene219951	Heart - Atrial Appendage	0
BambuTx1472	BambuGene219951	Heart - Left Ventricle	0
BambuTx1472	BambuGene219951	Liver	0
BambuTx1472	BambuGene219951	Lung	0
BambuTx1472	BambuGene219951	Muscle - Skeletal	0
BambuTx1473	ENSG00000145920	Brain - Cerebellar Hemisphere	3
BambuTx1473	ENSG00000145920	Brain - Frontal Cortex (BA9)	0
BambuTx1473	ENSG00000145920	Brain - Putamen (basal ganglia)	0
BambuTx1473	ENSG00000145920	Cells - Cultured fibroblasts	0
BambuTx1473	ENSG00000145920	Heart - Atrial Appendage	0
BambuTx1473	ENSG00000145920	Heart - Left Ventricle	0
BambuTx1473	ENSG00000145920	Liver	0
BambuTx1473	ENSG00000145920	Lung	0
BambuTx1473	ENSG00000145920	Muscle - Skeletal	0
BambuTx1474	ENSG00000145920	Brain - Cerebellar Hemisphere	4.999916053291736
BambuTx1474	ENSG00000145920	Brain - Frontal Cortex (BA9)	1
BambuTx1474	ENSG00000145920	Brain - Putamen (basal ganglia)	1
BambuTx1474	ENSG00000145920	Cells - Cultured fibroblasts	0
BambuTx1474	ENSG00000145920	Heart - Atrial Appendage	0
BambuTx1474	ENSG00000145920	Heart - Left Ventricle	0
BambuTx1474	ENSG00000145920	Liver	0
BambuTx1474	ENSG00000145920	Lung	0
BambuTx1474	ENSG00000145920	Muscle - Skeletal	0
BambuTx1475	BambuGene219951	Brain - Cerebellar Hemisphere	0
BambuTx1475	BambuGene219951	Brain - Frontal Cortex (BA9)	0
BambuTx1475	BambuGene219951	Brain - Putamen (basal ganglia)	0
BambuTx1475	BambuGene219951	Cells - Cultured fibroblasts	0
BambuTx1475	BambuGene219951	Heart - Atrial Appendage	0
BambuTx1475	BambuGene219951	Heart - Left Ventricle	0
BambuTx1475	BambuGene219951	Liver	0
BambuTx1475	BambuGene219951	Lung	0
BambuTx1475	BambuGene219951	Muscle - Skeletal	0
BambuTx1476	BambuGene220014	Brain - Cerebellar Hemisphere	9
BambuTx1476	BambuGene220014	Brain - Frontal Cortex (BA9)	8
BambuTx1476	BambuGene220014	Brain - Putamen (basal ganglia)	0
BambuTx1476	BambuGene220014	Cells - Cultured fibroblasts	0
BambuTx1476	BambuGene220014	Heart - Atrial Appendage	0
BambuTx1476	BambuGene220014	Heart - Left Ventricle	0
BambuTx1476	BambuGene220014	Liver	0
BambuTx1476	BambuGene220014	Lung	0
BambuTx1476	BambuGene220014	Muscle - Skeletal	0
BambuTx1477	ENSG00000169220	Brain - Cerebellar Hemisphere	3
BambuTx1477	ENSG00000169220	Brain - Frontal Cortex (BA9)	25
BambuTx1477	ENSG00000169220	Brain - Putamen (basal ganglia)	6
BambuTx1477	ENSG00000169220	Cells - Cultured fibroblasts	11
BambuTx1477	ENSG00000169220	Heart - Atrial Appendage	2
BambuTx1477	ENSG00000169220	Heart - Left Ventricle	2
BambuTx1477	ENSG00000169220	Liver	5
BambuTx1477	ENSG00000169220	Lung	20
BambuTx1477	ENSG00000169220	Muscle - Skeletal	33
BambuTx1478	ENSG00000027847	Brain - Cerebellar Hemisphere	44
BambuTx1478	ENSG00000027847	Brain - Frontal Cortex (BA9)	58
BambuTx1478	ENSG00000027847	Brain - Putamen (basal ganglia)	36
BambuTx1478	ENSG00000027847	Cells - Cultured fibroblasts	191
BambuTx1478	ENSG00000027847	Heart - Atrial Appendage	237
BambuTx1478	ENSG00000027847	Heart - Left Ventricle	44
BambuTx1478	ENSG00000027847	Liver	25
BambuTx1478	ENSG00000027847	Lung	49
BambuTx1478	ENSG00000027847	Muscle - Skeletal	30
BambuTx1479	BambuGene220191	Brain - Cerebellar Hemisphere	0
BambuTx1479	BambuGene220191	Brain - Frontal Cortex (BA9)	0
BambuTx1479	BambuGene220191	Brain - Putamen (basal ganglia)	0
BambuTx1479	BambuGene220191	Cells - Cultured fibroblasts	0
BambuTx1479	BambuGene220191	Heart - Atrial Appendage	0
BambuTx1479	BambuGene220191	Heart - Left Ventricle	0
BambuTx1479	BambuGene220191	Liver	0
BambuTx1479	BambuGene220191	Lung	0
BambuTx1479	BambuGene220191	Muscle - Skeletal	0
BambuTx148	ENSG00000257551	Brain - Cerebellar Hemisphere	11
BambuTx148	ENSG00000257551	Brain - Frontal Cortex (BA9)	5
BambuTx148	ENSG00000257551	Brain - Putamen (basal ganglia)	2
BambuTx148	ENSG00000257551	Cells - Cultured fibroblasts	183
BambuTx148	ENSG00000257551	Heart - Atrial Appendage	12
BambuTx148	ENSG00000257551	Heart - Left Ventricle	2
BambuTx148	ENSG00000257551	Liver	11
BambuTx148	ENSG00000257551	Lung	46
BambuTx148	ENSG00000257551	Muscle - Skeletal	97
BambuTx1480	ENSG00000225051	Brain - Cerebellar Hemisphere	18
BambuTx1480	ENSG00000225051	Brain - Frontal Cortex (BA9)	7
BambuTx1480	ENSG00000225051	Brain - Putamen (basal ganglia)	11
BambuTx1480	ENSG00000225051	Cells - Cultured fibroblasts	9
BambuTx1480	ENSG00000225051	Heart - Atrial Appendage	13
BambuTx1480	ENSG00000225051	Heart - Left Ventricle	5
BambuTx1480	ENSG00000225051	Liver	8
BambuTx1480	ENSG00000225051	Lung	13
BambuTx1480	ENSG00000225051	Muscle - Skeletal	12
BambuTx1481	BambuGene220393	Brain - Cerebellar Hemisphere	0
BambuTx1481	BambuGene220393	Brain - Frontal Cortex (BA9)	1
BambuTx1481	BambuGene220393	Brain - Putamen (basal ganglia)	0
BambuTx1481	BambuGene220393	Cells - Cultured fibroblasts	0
BambuTx1481	BambuGene220393	Heart - Atrial Appendage	0
BambuTx1481	BambuGene220393	Heart - Left Ventricle	0
BambuTx1481	BambuGene220393	Liver	0
BambuTx1481	BambuGene220393	Lung	0
BambuTx1481	BambuGene220393	Muscle - Skeletal	0
BambuTx1482	ENSG00000278970	Brain - Cerebellar Hemisphere	21
BambuTx1482	ENSG00000278970	Brain - Frontal Cortex (BA9)	4
BambuTx1482	ENSG00000278970	Brain - Putamen (basal ganglia)	3
BambuTx1482	ENSG00000278970	Cells - Cultured fibroblasts	1
BambuTx1482	ENSG00000278970	Heart - Atrial Appendage	0
BambuTx1482	ENSG00000278970	Heart - Left Ventricle	6
BambuTx1482	ENSG00000278970	Liver	20
BambuTx1482	ENSG00000278970	Lung	2
BambuTx1482	ENSG00000278970	Muscle - Skeletal	3
BambuTx1483	ENSG00000196670	Brain - Cerebellar Hemisphere	9.164704382577703
BambuTx1483	ENSG00000196670	Brain - Frontal Cortex (BA9)	8.67288894037188
BambuTx1483	ENSG00000196670	Brain - Putamen (basal ganglia)	8.625362107482498
BambuTx1483	ENSG00000196670	Cells - Cultured fibroblasts	52.798994968714396
BambuTx1483	ENSG00000196670	Heart - Atrial Appendage	5.87088128333146
BambuTx1483	ENSG00000196670	Heart - Left Ventricle	1
BambuTx1483	ENSG00000196670	Liver	3
BambuTx1483	ENSG00000196670	Lung	7.9392757471529105
BambuTx1483	ENSG00000196670	Muscle - Skeletal	1
BambuTx1484	ENSG00000196670	Brain - Cerebellar Hemisphere	20
BambuTx1484	ENSG00000196670	Brain - Frontal Cortex (BA9)	10
BambuTx1484	ENSG00000196670	Brain - Putamen (basal ganglia)	11
BambuTx1484	ENSG00000196670	Cells - Cultured fibroblasts	100
BambuTx1484	ENSG00000196670	Heart - Atrial Appendage	4
BambuTx1484	ENSG00000196670	Heart - Left Ventricle	1
BambuTx1484	ENSG00000196670	Liver	3
BambuTx1484	ENSG00000196670	Lung	10
BambuTx1484	ENSG00000196670	Muscle - Skeletal	4
BambuTx1485	ENSG00000196670	Brain - Cerebellar Hemisphere	14
BambuTx1485	ENSG00000196670	Brain - Frontal Cortex (BA9)	5
BambuTx1485	ENSG00000196670	Brain - Putamen (basal ganglia)	4
BambuTx1485	ENSG00000196670	Cells - Cultured fibroblasts	92
BambuTx1485	ENSG00000196670	Heart - Atrial Appendage	11
BambuTx1485	ENSG00000196670	Heart - Left Ventricle	0
BambuTx1485	ENSG00000196670	Liver	1
BambuTx1485	ENSG00000196670	Lung	9
BambuTx1485	ENSG00000196670	Muscle - Skeletal	5
BambuTx1486	BambuGene213402	Brain - Cerebellar Hemisphere	1
BambuTx1486	BambuGene213402	Brain - Frontal Cortex (BA9)	0
BambuTx1486	BambuGene213402	Brain - Putamen (basal ganglia)	1
BambuTx1486	BambuGene213402	Cells - Cultured fibroblasts	1
BambuTx1486	BambuGene213402	Heart - Atrial Appendage	4
BambuTx1486	BambuGene213402	Heart - Left Ventricle	3
BambuTx1486	BambuGene213402	Liver	3
BambuTx1486	BambuGene213402	Lung	30
BambuTx1486	BambuGene213402	Muscle - Skeletal	0
BambuTx1487	ENSG00000250222	Brain - Cerebellar Hemisphere	135
BambuTx1487	ENSG00000250222	Brain - Frontal Cortex (BA9)	87
BambuTx1487	ENSG00000250222	Brain - Putamen (basal ganglia)	67
BambuTx1487	ENSG00000250222	Cells - Cultured fibroblasts	50
BambuTx1487	ENSG00000250222	Heart - Atrial Appendage	55
BambuTx1487	ENSG00000250222	Heart - Left Ventricle	22
BambuTx1487	ENSG00000250222	Liver	10
BambuTx1487	ENSG00000250222	Lung	12
BambuTx1487	ENSG00000250222	Muscle - Skeletal	31
BambuTx1488	ENSG00000213285	Brain - Cerebellar Hemisphere	0
BambuTx1488	ENSG00000213285	Brain - Frontal Cortex (BA9)	0
BambuTx1488	ENSG00000213285	Brain - Putamen (basal ganglia)	0
BambuTx1488	ENSG00000213285	Cells - Cultured fibroblasts	0
BambuTx1488	ENSG00000213285	Heart - Atrial Appendage	0
BambuTx1488	ENSG00000213285	Heart - Left Ventricle	0
BambuTx1488	ENSG00000213285	Liver	0
BambuTx1488	ENSG00000213285	Lung	0
BambuTx1488	ENSG00000213285	Muscle - Skeletal	0
BambuTx1489	BambuGene220460	Brain - Cerebellar Hemisphere	0
BambuTx1489	BambuGene220460	Brain - Frontal Cortex (BA9)	0
BambuTx1489	BambuGene220460	Brain - Putamen (basal ganglia)	0
BambuTx1489	BambuGene220460	Cells - Cultured fibroblasts	0
BambuTx1489	BambuGene220460	Heart - Atrial Appendage	0
BambuTx1489	BambuGene220460	Heart - Left Ventricle	0
BambuTx1489	BambuGene220460	Liver	0
BambuTx1489	BambuGene220460	Lung	0
BambuTx1489	BambuGene220460	Muscle - Skeletal	0
BambuTx149	BambuGene11412	Brain - Cerebellar Hemisphere	0
BambuTx149	BambuGene11412	Brain - Frontal Cortex (BA9)	3
BambuTx149	BambuGene11412	Brain - Putamen (basal ganglia)	0
BambuTx149	BambuGene11412	Cells - Cultured fibroblasts	0
BambuTx149	BambuGene11412	Heart - Atrial Appendage	0
BambuTx149	BambuGene11412	Heart - Left Ventricle	0
BambuTx149	BambuGene11412	Liver	0
BambuTx149	BambuGene11412	Lung	0
BambuTx149	BambuGene11412	Muscle - Skeletal	0
BambuTx1490	BambuGene228008	Brain - Cerebellar Hemisphere	0
BambuTx1490	BambuGene228008	Brain - Frontal Cortex (BA9)	0
BambuTx1490	BambuGene228008	Brain - Putamen (basal ganglia)	0
BambuTx1490	BambuGene228008	Cells - Cultured fibroblasts	0
BambuTx1490	BambuGene228008	Heart - Atrial Appendage	0
BambuTx1490	BambuGene228008	Heart - Left Ventricle	0
BambuTx1490	BambuGene228008	Liver	0
BambuTx1490	BambuGene228008	Lung	0
BambuTx1490	BambuGene228008	Muscle - Skeletal	0
BambuTx1491	ENSG00000272279	Brain - Cerebellar Hemisphere	5
BambuTx1491	ENSG00000272279	Brain - Frontal Cortex (BA9)	11
BambuTx1491	ENSG00000272279	Brain - Putamen (basal ganglia)	16
BambuTx1491	ENSG00000272279	Cells - Cultured fibroblasts	2
BambuTx1491	ENSG00000272279	Heart - Atrial Appendage	0
BambuTx1491	ENSG00000272279	Heart - Left Ventricle	0
BambuTx1491	ENSG00000272279	Liver	0
BambuTx1491	ENSG00000272279	Lung	0
BambuTx1491	ENSG00000272279	Muscle - Skeletal	0
BambuTx1492	ENSG00000272279	Brain - Cerebellar Hemisphere	7
BambuTx1492	ENSG00000272279	Brain - Frontal Cortex (BA9)	3
BambuTx1492	ENSG00000272279	Brain - Putamen (basal ganglia)	1
BambuTx1492	ENSG00000272279	Cells - Cultured fibroblasts	9
BambuTx1492	ENSG00000272279	Heart - Atrial Appendage	1
BambuTx1492	ENSG00000272279	Heart - Left Ventricle	0
BambuTx1492	ENSG00000272279	Liver	0
BambuTx1492	ENSG00000272279	Lung	2
BambuTx1492	ENSG00000272279	Muscle - Skeletal	3
BambuTx1493	BambuGene228109	Brain - Cerebellar Hemisphere	0
BambuTx1493	BambuGene228109	Brain - Frontal Cortex (BA9)	2
BambuTx1493	BambuGene228109	Brain - Putamen (basal ganglia)	0
BambuTx1493	BambuGene228109	Cells - Cultured fibroblasts	0
BambuTx1493	BambuGene228109	Heart - Atrial Appendage	0
BambuTx1493	BambuGene228109	Heart - Left Ventricle	0
BambuTx1493	BambuGene228109	Liver	0
BambuTx1493	BambuGene228109	Lung	1
BambuTx1493	BambuGene228109	Muscle - Skeletal	0
BambuTx1494	ENSG00000124588	Brain - Cerebellar Hemisphere	590
BambuTx1494	ENSG00000124588	Brain - Frontal Cortex (BA9)	169
BambuTx1494	ENSG00000124588	Brain - Putamen (basal ganglia)	24
BambuTx1494	ENSG00000124588	Cells - Cultured fibroblasts	5
BambuTx1494	ENSG00000124588	Heart - Atrial Appendage	0
BambuTx1494	ENSG00000124588	Heart - Left Ventricle	2
BambuTx1494	ENSG00000124588	Liver	10
BambuTx1494	ENSG00000124588	Lung	1
BambuTx1494	ENSG00000124588	Muscle - Skeletal	2
BambuTx1495	ENSG00000124588	Brain - Cerebellar Hemisphere	538
BambuTx1495	ENSG00000124588	Brain - Frontal Cortex (BA9)	153
BambuTx1495	ENSG00000124588	Brain - Putamen (basal ganglia)	115
BambuTx1495	ENSG00000124588	Cells - Cultured fibroblasts	24
